search_term,page_number,link,pid,lid
shoes for men,1,https://www.flipkart.com/sega-comfort-running-shoes-men/p/itmdc69bb5acadb3?pid=SHOH8EQUPPU8HPDF&lid=LSTSHOH8EQUPPU8HPDFARMKCV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_31&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8EQUPPU8HPDF.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8EQUPPU8HPDF,LSTSHOH8EQUPPU8HPDFARMKCV
shoes for men,1,https://www.flipkart.com/calpasino-men-s-running-shoes-mesh-finish-breatheble-lightweight-sports-casuals-men/p/itm2df3a0b97d504?pid=SHOH8HYTMGPZR2QD&q=shoes+for+men&store=osp%2Fcil&srno=s_1_32&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8HYTMGPZR2QD.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8HYTMGPZR2QD,
shoes for men,1,https://www.flipkart.com/thirsty-crow-north-india-s-traditional-golden-sherwani-juti-wedding-wear-party-mojaris-men/p/itm0cfb16fbe2108?pid=SHOH8CYKCHANACUZ&lid=LSTSHOH8CYKCHANACUZNS3RE0&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_33&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8CYKCHANACUZ.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8CYKCHANACUZ,LSTSHOH8CYKCHANACUZNS3RE0
shoes for men,1,https://www.flipkart.com/invictus-men-s-casual-synthetic-material-mocassin-shoes-men/p/itm1e3e1c0851c11?pid=SHOH75EERQHPCQRG&lid=LSTSHOH75EERQHPCQRGSMEPXG&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_34&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH75EERQHPCQRG.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH75EERQHPCQRG,LSTSHOH75EERQHPCQRGSMEPXG
shoes for men,1,https://www.flipkart.com/thirsty-crow-north-india-s-traditional-golden-sherwani-juti-wedding-wear-party-mojaris-men/p/itm2f622a7d61e8d?pid=SHOH8G2GAYFQTCCB&q=shoes+for+men&store=osp%2Fcil&srno=s_1_35&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8G2GAYFQTCCB.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8G2GAYFQTCCB,
shoes for men,1,https://www.flipkart.com/thirsty-crow-north-india-s-traditional-golden-sherwani-juti-wedding-wear-party-mojaris-men/p/itm31fb2bceeaab9?pid=SHOH8G2GAGU24CKA&q=shoes+for+men&store=osp%2Fcil&srno=s_1_36&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8G2GAGU24CKA.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8G2GAGU24CKA,
shoes for men,1,https://www.flipkart.com/sega-comfort-running-shoes-men/p/itm0a72fe6f095dc?pid=SHOH8EQU3ZN8MTAD&lid=LSTSHOH8EQU3ZN8MTADFJOIPA&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_37&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8EQU3ZN8MTAD.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8EQU3ZN8MTAD,LSTSHOH8EQU3ZN8MTADFJOIPA
shoes for men,1,https://www.flipkart.com/invictus-men-black-faux-leather-formal-slip-loafers/p/itma3df0f04d93d5?pid=SHOH4WAUGTZKZ4NT&lid=LSTSHOH4WAUGTZKZ4NTYEMP8J&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_38&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH4WAUGTZKZ4NT.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH4WAUGTZKZ4NT,LSTSHOH4WAUGTZKZ4NTYEMP8J
shoes for men,1,https://www.flipkart.com/thnxbro-running-shoes-men/p/itmd76208b55dbcb?pid=SHOH897JXHWSTWDT&lid=LSTSHOH897JXHWSTWDT8MD2MB&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_39&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH897JXHWSTWDT.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH897JXHWSTWDT,LSTSHOH897JXHWSTWDT8MD2MB
shoes for men,1,https://www.flipkart.com/actual-choice-men-sports-walking-shoes-canvas/p/itm366b5aab3be89?pid=SHOH8HEPASZKSHMS&lid=LSTSHOH8HEPASZKSHMSDQYY23&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_40&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8HEPASZKSHMS.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8HEPASZKSHMS,LSTSHOH8HEPASZKSHMSDQYY23
