search_term,page_number,link,pid,lid,title,price
bags for men,11,https://www.flipkart.com/provogue-spacy-freeride-unisex-bag-rain-cover-laptop-office-travelling-business5-41-l-laptop-backpack/p/itm11b189c802885?pid=BKPGAMGJQR5KTRZT&lid=LSTBKPGAMGJQR5KTRZTRUUOPG&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_426&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPGAMGJQR5KTRZT.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPGAMGJQR5KTRZT,LSTBKPGAMGJQR5KTRZTRUUOPG,PROVOGUE  Large 41 L Laptop Backpack Spacy Freeride unisex bag with rain cover Laptop/Office/Travelling/Business5  (Green),₹989
bags for men,11,https://www.flipkart.com/leather-land-3-1-smooth-tan-5-l-backpack/p/itmc2c556ceafc22?pid=BKPFJV4FK6RUKEHA&lid=LSTBKPFJV4FK6RUKEHADSBXJC&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_427&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPFJV4FK6RUKEHA.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPFJV4FK6RUKEHA,LSTBKPFJV4FK6RUKEHADSBXJC,Leather Land  Small 5 L Backpack 3 In 1 Smooth In TAN  (Multicolor),₹580
bags for men,11,https://www.flipkart.com/markway-medium-backpack-daypack-small-bags-daily-use-library-office-outdoor-bag-22-l/p/itm97148a965c280?pid=BKPH3YWJAK4Q4HMV&lid=LSTBKPH3YWJAK4Q4HMVIFVY6L&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_428&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPH3YWJAK4Q4HMV.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPH3YWJAK4Q4HMV,LSTBKPH3YWJAK4Q4HMVIFVY6L,markway  Medium 22 L Backpack Medium Backpack DAYPACK Small Bags Backpack daily use library office outdoor BAG  (Green),₹259
bags for men,11,https://www.flipkart.com/genie-ember-36-l-laptop-backpack/p/itm705eca18da30b?pid=BKPGYG9JBAFCSEGG&lid=LSTBKPGYG9JBAFCSEGGIKA1UC&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_429&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPGYG9JBAFCSEGG.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPGYG9JBAFCSEGG,LSTBKPGYG9JBAFCSEGGIKA1UC,Genie  Large 36 L Laptop Backpack Ember  (Green),"₹1,299"
bags for men,11,https://www.flipkart.com/romofy-casual-vegan-leather-office-college-laptop-shoulder-business-unisex-backpack-35-l/p/itm9b378ac1603fb?pid=BKPGSRRBYF7UQDGH&lid=LSTBKPGSRRBYF7UQDGHO0KVZK&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_430&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPGSRRBYF7UQDGH.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPGSRRBYF7UQDGH,LSTBKPGSRRBYF7UQDGHO0KVZK,Romofy  Large 35 L Laptop Backpack Casual Vegan Leather Office College Laptop Shoulder Business Unisex Backpack  (Brown),₹499
bags for men,11,https://www.flipkart.com/nasher-miles-pulse-backpack-men-women-3-compartment-casual-rain-cover-45-l/p/itmc4ed1e271b9cc?pid=BKPGQP94YGX4QMPW&lid=LSTBKPGQP94YGX4QMPWBYGLWX&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_431&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPGQP94YGX4QMPW.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPGQP94YGX4QMPW,LSTBKPGQP94YGX4QMPWBYGLWX,NASHER MILES  Large 45 L Backpack Pulse Backpack for Men & Women|3 compartment/Casual|Rain Cover  (Green),₹879
bags for men,11,https://www.flipkart.com/lino-perros-women-backpack-13-inch-laptop/p/itm779e5aef59eda?pid=BAGFP3ZXUUZN63ZM&lid=LSTBAGFP3ZXUUZN63ZMFNMVMC&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_432&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BAGFP3ZXUUZN63ZM.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BAGFP3ZXUUZN63ZM,LSTBAGFP3ZXUUZN63ZMFNMVMC,LINO PERROS  Small 13 inch Laptop Backpack Women Backpack  (Pink),₹859
bags for men,11,https://www.flipkart.com/wildcraft-spirit-29-l-laptop-backpack/p/itmfejkczybthgfe?pid=BKPGDMVQ5BEHGYGT&lid=LSTBKPGDMVQ5BEHGYGT1XEHV8&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_433&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPGDMVQ5BEHGYGT.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPGDMVQ5BEHGYGT,LSTBKPGDMVQ5BEHGYGT1XEHV8,Wildcraft  Medium 29 L Laptop Backpack Spirit  (Blue),₹929
bags for men,11,https://www.flipkart.com/catbox-medium-25-l-laptop-backpack-casual-men-women-boys-girls-office/p/itm3075f65ea5062?pid=BKPH44D2GGJ3NJAH&lid=LSTBKPH44D2GGJ3NJAHNQYCNV&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_434&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPH44D2GGJ3NJAH.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPH44D2GGJ3NJAH,LSTBKPH44D2GGJ3NJAHNQYCNV,Catbox  Medium 25 L Backpack Medium 25 L Laptop Backpack Casual Backpack for Men Women Boys Girls/Office  (Black),₹284
bags for men,11,https://www.flipkart.com/aristocrat-zeus-backpack-h-blue-15-l/p/itmdb0e59907200b?pid=BKPGQTPWBWUGPWAD&lid=LSTBKPGQTPWBWUGPWADDISZOB&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_435&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPGQTPWBWUGPWAD.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPGQTPWBWUGPWAD,LSTBKPGQTPWBWUGPWADDISZOB,ARISTOCRAT  Small 15 L Backpack ZEUS BACKPACK (H) BLUE  (Blue),₹431
bags for men,11,https://www.flipkart.com/playybags-laptop-bag-office-usb-charging-port-college-ace-grey-35-l-backpack/p/itmdf65f16aee94c?pid=BKPGCVG6EQZB7YYD&lid=LSTBKPGCVG6EQZB7YYDXT5BUN&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_436&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPGCVG6EQZB7YYD.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPGCVG6EQZB7YYD,LSTBKPGCVG6EQZB7YYDXT5BUN,PLAYYBAGS  Large 35 L Laptop Backpack Laptop Bag | Office Bag With USB Charging Port | College Bag | Ace (Grey)  (Grey),₹440
bags for men,11,https://www.flipkart.com/hot-shot-hotshot-bags-vintage-32l-faux-leather-anti-theft-laptop-office-college-backpack-32-l-laptop/p/itm2cff065d40b98?pid=BKPH5YTFPKVBP8WB&lid=LSTBKPH5YTFPKVBP8WBZAJPTA&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_437&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPH5YTFPKVBP8WB.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPH5YTFPKVBP8WB,LSTBKPH5YTFPKVBP8WBZAJPTA,HOT SHOT  Large 32 L Laptop Backpack HOTSHOT BAGS VINTAGE 32L FAUX LEATHER ANTI THEFT LAPTOP|OFFICE|COLLEGE BACKPACK  (Green),₹999
bags for men,11,https://www.flipkart.com/istorm-backpack-oveight-trolley-navy-blue-45-l-laptop/p/itm9ae9654778eb7?pid=BKPF79HRYJHNGPHC&lid=LSTBKPF79HRYJHNGPHCNUOZTY&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_438&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPF79HRYJHNGPHC.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPF79HRYJHNGPHC,LSTBKPF79HRYJHNGPHCNUOZTY,Istorm  Large 45 L Laptop Backpack Backpack Oveight Trolley Navy blue  (Blue),"₹2,599"
bags for men,11,https://www.flipkart.com/provogue-unisex-bag-rain-cover-office-school-college-businessa-40l-40-l-backpack/p/itm6ca4a6c93db6d?pid=BKPGHRWEGN2UVBCY&lid=LSTBKPGHRWEGN2UVBCYFAQZKQ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_439&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPGHRWEGN2UVBCY.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPGHRWEGN2UVBCY,LSTBKPGHRWEGN2UVBCYFAQZKQ,PROVOGUE  Large 40 L Laptop Backpack Unisex Bag with rain cover Office/School/College/BusinessA-40L  (Multicolor),₹699
bags for men,11,https://www.flipkart.com/fd-fashion-stylish-pu-leather-trendy-backpack-women-girls-collage-bags-20-l/p/itm6a1d838993887?pid=BKPGRVD4KGDG3S8A&lid=LSTBKPGRVD4KGDG3S8A6R6HU9&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_11_440&otracker=search&fm=organic&iid=9789a771-aa9e-437d-a4ad-7465c44e321d.BKPGRVD4KGDG3S8A.SEARCH&ppt=sp&ppn=sp&ssid=j0mnxvrw8w0000001736321857361&qH=684bbff5435a7c2e,BKPGRVD4KGDG3S8A,LSTBKPGRVD4KGDG3S8A6R6HU9,"FD FASHION  Small 20 L Backpack stylish PU Leather Trendy Backpack for Women, girls collage Bags  (Brown)",₹699
bags for men,12,https://www.flipkart.com/hrx-hrithik-roshan-buster-unisex-bag-rain-cover-office-school-college-businessd-40l-40-l-backpack/p/itm3a6fe7df61d8e?pid=BKPGUY38VWRPURGF&lid=LSTBKPGUY38VWRPURGFJMYDQS&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_441&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPGUY38VWRPURGF.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPGUY38VWRPURGF,LSTBKPGUY38VWRPURGFJMYDQS,HRX by Hrithik Roshan  Large 40 L Laptop Backpack Buster Unisex Bag with rain cover Office/School/College/BusinessD-40L  (Multicolor),₹839
bags for men,12,https://www.flipkart.com/f-gear-raider-marpat-acv-digital-camo-30-l-backpack/p/itmf5vh5xggfcywb?pid=BKPF5VGCVZJWQFWA&lid=LSTBKPF5VGCVZJWQFWAUXG7J1&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_442&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPF5VGCVZJWQFWA.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPF5VGCVZJWQFWA,LSTBKPF5VGCVZJWQFWAUXG7J1,F GEAR  Medium 30 L Backpack Raider Marpat ACV Digital Camo  (Green),₹719
bags for men,12,https://www.flipkart.com/lino-perros-lwbkp00008grey-blue-13-inch-laptop-backpack/p/itmf22614bcde449?pid=BAGFP3ZYRMACKWQY&lid=LSTBAGFP3ZYRMACKWQYMRJ6HS&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_443&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BAGFP3ZYRMACKWQY.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BAGFP3ZYRMACKWQY,LSTBAGFP3ZYRMACKWQYMRJ6HS,LINO PERROS  Small 13 inch Laptop Backpack LWBKP00008GREY-BLUE  (Blue),₹849
bags for men,12,https://www.flipkart.com/backpackers-vegan-casual-backpack-men-30-l/p/itm4b841a84431f5?pid=BKPH6SDJYHDSUHPG&lid=LSTBKPH6SDJYHDSUHPGNMGOPP&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_444&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPH6SDJYHDSUHPG.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPH6SDJYHDSUHPG,LSTBKPH6SDJYHDSUHPGNMGOPP,BACKPACKERS  Medium 30 L Laptop Backpack Vegan Casual Backpack for Men  (Brown),₹549
bags for men,12,https://www.flipkart.com/f-gear-bi-frost-executive-27-l-laptop-backpack/p/itmf3umckw8azyux?pid=BKPERUZ5FGQ4MFFM&lid=LSTBKPERUZ5FGQ4MFFM7KCCUE&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_445&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPERUZ5FGQ4MFFM.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPERUZ5FGQ4MFFM,LSTBKPERUZ5FGQ4MFFM7KCCUE,F GEAR  Medium 27 L Laptop Backpack Bi Frost Executive  (Black),₹840
bags for men,12,https://www.flipkart.com/f-gear-orion-46-l-laptop-backpack/p/itmf3umcfcjhyw2h?pid=BKPESKYQGQ4RDZWX&lid=LSTBKPESKYQGQ4RDZWX9B7VSU&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_446&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPESKYQGQ4RDZWX.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPESKYQGQ4RDZWX,LSTBKPESKYQGQ4RDZWX9B7VSU,"F GEAR  Large 46 L Laptop Backpack Orion  (Blue, Black)","₹1,399"
bags for men,12,https://www.flipkart.com/flytop-hammer-bag-men-women-travel-trekking-office-45-l-laptop-backpack/p/itm1736fd61b6830?pid=BKPGM7H3BZ4CGF9R&lid=LSTBKPGM7H3BZ4CGF9RLJUFS7&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_447&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPGM7H3BZ4CGF9R.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPGM7H3BZ4CGF9R,LSTBKPGM7H3BZ4CGF9RLJUFS7,FLYTOP  Large 45 L Laptop Backpack Hammer bag for Men & Women Travel/Trekking/Office bag  (Blue),₹768
bags for men,12,https://www.flipkart.com/right-choice-backpack-2102-grey-stylish-tuff-quality-college-school-casual-bag-boy-girl-20-l/p/itm8955a363cb27d?pid=BKPFA3FEY6KTM6GZ&lid=LSTBKPFA3FEY6KTM6GZFBDUTF&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_448&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPFA3FEY6KTM6GZ.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPFA3FEY6KTM6GZ,LSTBKPFA3FEY6KTM6GZFBDUTF,RIGHT CHOICE  Small 20 L Backpack Backpack (2102 GREY) stylish tuff quality college school casual Backpack bag boy & girl  (Grey),₹294
bags for men,12,https://www.flipkart.com/mom-s-gadgets-laptop-backpack-1009-internal-organiser-space-rain-cover-35-l/p/itmb8f059f370b87?pid=BKPGZDFR6WMYFRCA&lid=LSTBKPGZDFR6WMYFRCAI4RPKQ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_449&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPGZDFR6WMYFRCA.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPGZDFR6WMYFRCA,LSTBKPGZDFR6WMYFRCAI4RPKQ,MOM'S GADGETS  Large 35 L Laptop Backpack Laptop Backpack 1009 Internal Organiser Space With Rain Cover  (Multicolor),₹479
bags for men,12,https://www.flipkart.com/skybags-network-black-34-l-laptop-backpack/p/itm97c6c5b4e6252?pid=BKPG6MTPXJHGR435&lid=LSTBKPG6MTPXJHGR4355DIRLK&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_450&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPG6MTPXJHGR435.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPG6MTPXJHGR435,LSTBKPG6MTPXJHGR4355DIRLK,SKYBAGS  Large 34 L Laptop Backpack Network Black  (Black),₹779
bags for men,12,https://www.flipkart.com/hemes-printed-dori-bag-drawstring-backpack-small-gym-12-l/p/itmb8eecfa16e893?pid=BKPHFBFMWUZAXT2Z&lid=LSTBKPHFBFMWUZAXT2ZQLE0V2&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_451&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPHFBFMWUZAXT2Z.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPHFBFMWUZAXT2Z,LSTBKPHFBFMWUZAXT2ZQLE0V2,Hemes  Small 12 L Backpack Printed Dori Bag Drawstring Backpack Small Bag Gym Bag  (Black),₹299
bags for men,12,https://www.flipkart.com/killer-laptop-backpack-2007-premium-quality-internal-organiser-use-unisex-35-l/p/itm07a23f5f59ccd?pid=BKPH4U6RMEQV94EG&lid=LSTBKPH4U6RMEQV94EG2XE0O7&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_452&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPH4U6RMEQV94EG.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPH4U6RMEQV94EG,LSTBKPH4U6RMEQV94EG2XE0O7,"KILLER  Large 35 L Laptop Backpack Laptop Backpack 2007 Premium Quality With Internal Organiser Use For Unisex  (Black, Orange)",₹499
bags for men,12,https://www.flipkart.com/aristocrat-protector-lp-24-l-backpack/p/itmb4cfa8e1b7874?pid=BKPGDSSP3YWD4YHZ&lid=LSTBKPGDSSP3YWD4YHZQTEY39&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_453&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPGDSSP3YWD4YHZ.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPGDSSP3YWD4YHZ,LSTBKPGDSSP3YWD4YHZQTEY39,ARISTOCRAT  Medium 24 L Backpack PROTECTOR LP  (Black),₹935
bags for men,12,https://www.flipkart.com/genie-sage-36l-black-school-backpack-premium-fabric-36-l-laptop/p/itmdff73b1c4d54d?pid=BKPGXGB3QKHSFYNM&lid=LSTBKPGXGB3QKHSFYNMILJDBQ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_454&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPGXGB3QKHSFYNM.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPGXGB3QKHSFYNM,LSTBKPGXGB3QKHSFYNMILJDBQ,Genie  Large 36 L Laptop Backpack Sage 36L Black School Backpack With Premium Fabric  (Black),"₹1,349"
bags for men,12,https://www.flipkart.com/wildcraft-zeal-17-2159-l-backpack/p/itmf7av56sy5827s?pid=BKPF7AV5FD59V69G&lid=LSTBKPF7AV5FD59V69GA1RSGT&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_455&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPF7AV5FD59V69G.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPF7AV5FD59V69G,LSTBKPF7AV5FD59V69GA1RSGT,Wildcraft  17.2159 L Backpack Zeal  (Grey),₹699
bags for men,12,https://www.flipkart.com/genie-hearts-school-bag-girls-17-inch-red-colour-backpack-women-27-l/p/itmc565793f672ce?pid=BKPGSVVZSHNJAHP8&lid=LSTBKPGSVVZSHNJAHP8L3CDVQ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_456&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPGSVVZSHNJAHP8.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPGSVVZSHNJAHP8,LSTBKPGSVVZSHNJAHP8L3CDVQ,"Genie  Medium 27 L Backpack Hearts School Bag for Girls, 17 inch. Red colour Backpack for Women,  (Red)",₹639
bags for men,12,https://www.flipkart.com/ronaldo-laptop-backpack-casual-daypack-unisex-college-school-bag-28-l/p/itm06176211d211e?pid=BKPH6DKTBFHRDYPJ&lid=LSTBKPH6DKTBFHRDYPJ7C4RCJ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_457&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPH6DKTBFHRDYPJ.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPH6DKTBFHRDYPJ,LSTBKPH6DKTBFHRDYPJ7C4RCJ,Ronaldo  Medium 28 L Laptop Backpack Laptop Backpack Casual Backpack Daypack Unisex College and School Bag  (Black),₹699
bags for men,12,https://www.flipkart.com/nike-air-21-l-backpack/p/itm3b34371510987?pid=BKPH7497QHTPX8XG&lid=LSTBKPH7497QHTPX8XGLHV728&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_458&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPH7497QHTPX8XG.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPH7497QHTPX8XG,LSTBKPH7497QHTPX8XGLHV728,NIKE  Medium 21 L Backpack Air  (Grey),"₹2,795"
bags for men,12,https://www.flipkart.com/lino-perros-women-backpack-13-inch-laptop/p/itm4a6c87ed9b72c?pid=BAGFP3ZX9HV3KBZQ&lid=LSTBAGFP3ZX9HV3KBZQHYZ0YG&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_459&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BAGFP3ZX9HV3KBZQ.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BAGFP3ZX9HV3KBZQ,LSTBAGFP3ZX9HV3KBZQHYZ0YG,LINO PERROS  Small 13 inch Laptop Backpack Women Backpack  (Green),₹889
bags for men,12,https://www.flipkart.com/evolic-small-15-l-backpack-trendy-stylish-girls-20/p/itmdb1f8b8e8cbd6?pid=BKPGQGK5H7HQZVHM&lid=LSTBKPGQGK5H7HQZVHMHYB88F&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_460&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPGQGK5H7HQZVHM.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPGQGK5H7HQZVHM,LSTBKPGQGK5H7HQZVHMHYB88F,EVOLIC  Small 20 L Backpack Small 15 L Backpack Small 15 L Backpack TRENDY STYLISH GIRLS BACKPACK  (Blue),₹262
bags for men,12,https://www.flipkart.com/qivee-2024-new-hiran-embroidered-style-oxford-small-capacity-women-s-bag-10-l-backpack/p/itm23e109eda3af9?pid=BKPHFZKEWTRY4HZY&lid=LSTBKPHFZKEWTRY4HZYJVZ175&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_461&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPHFZKEWTRY4HZY.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPHFZKEWTRY4HZY,LSTBKPHFZKEWTRY4HZYJVZ175,qivee  Small 10 L Backpack 2024 New Hiran Embroidered Style Oxford Small Capacity Women's Bag  (White),₹479
bags for men,12,https://www.flipkart.com/divulge-coral-daypack-backpack-college-bags-office-men-women-24-liters-l-backpack/p/itm2003632d1a4c7?pid=BKPGSTRYHNYFHTYN&lid=LSTBKPGSTRYHNYFHTYNDW6RYT&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_462&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPGSTRYHNYFHTYN.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPGSTRYHNYFHTYN,LSTBKPGSTRYHNYFHTYNDW6RYT,"divulge  Medium 24 L Backpack Coral Daypack, Backpack, College bags, Office bags, For Men and Women 24 liters  (Silver)",₹495
bags for men,12,https://www.flipkart.com/floto-menbackpacks-boys-bags-school-college-riding-hiking-mercedes-stylish-bag-20-l-backpack/p/itme3aaac1a014b4?pid=BKPHYATJYYVHAKVK&lid=LSTBKPHYATJYYVHAKVKSYIFZ8&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_12_463&otracker=search&fm=organic&iid=aca7f897-f387-4463-a508-ce86a982e3f2.BKPHYATJYYVHAKVK.SEARCH&ppt=sp&ppn=sp&ssid=mksldyqin40000001736321858768&qH=684bbff5435a7c2e,BKPHYATJYYVHAKVK,LSTBKPHYATJYYVHAKVKSYIFZ8,Floto  Small 20 L Laptop Backpack Menbackpacks Boys bags for school college riding hiking mercedes stylish bag  (Grey),₹374
