page_number,link
1,https://www.flipkart.com/berkins-sneakers-men/p/itm00a03617e7c53?pid=SHOH79PRPHAQ7NF8&lid=LSTSHOH79PRPHAQ7NF8O6VE22&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_16&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH79PRPHAQ7NF8.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itm1e81a9ecd1cab?pid=SHOH7YMGFFXKA93Z&lid=LSTSHOH7YMGFFXKA93ZSGYANE&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_17&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YMGFFXKA93Z.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itm1e81a9ecd1cab?pid=SHOH7YMGFFXKA93Z&lid=LSTSHOH7YMGFFXKA93ZSGYANE&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_17&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YMGFFXKA93Z.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itm1e81a9ecd1cab?pid=SHOH7YMGFFXKA93Z&lid=LSTSHOH7YMGFFXKA93ZSGYANE&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_17&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YMGFFXKA93Z.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/bacca-bucci-superstar-2-0-training-gym-shoes-men/p/itmb783723eaffd9?pid=SHOGAYS6RXWWGGH7&lid=LSTSHOGAYS6RXWWGGH73WYRLP&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_18&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOGAYS6RXWWGGH7.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/bacca-bucci-superstar-2-0-training-gym-shoes-men/p/itmb783723eaffd9?pid=SHOGAYS6RXWWGGH7&lid=LSTSHOGAYS6RXWWGGH73WYRLP&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_18&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOGAYS6RXWWGGH7.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/bacca-bucci-superstar-2-0-training-gym-shoes-men/p/itmb783723eaffd9?pid=SHOGAYS6RXWWGGH7&lid=LSTSHOGAYS6RXWWGGH73WYRLP&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_18&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOGAYS6RXWWGGH7.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itm37ca1103b19bf?pid=SHOH7YMGY8RAKBTF&lid=LSTSHOH7YMGY8RAKBTFVGKYUH&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_19&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YMGY8RAKBTF.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itm37ca1103b19bf?pid=SHOH7YMGY8RAKBTF&lid=LSTSHOH7YMGY8RAKBTFVGKYUH&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_19&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YMGY8RAKBTF.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itm37ca1103b19bf?pid=SHOH7YMGY8RAKBTF&lid=LSTSHOH7YMGY8RAKBTFVGKYUH&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_19&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YMGY8RAKBTF.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
